,opinion_id,author,recommendation,stars,content,pros,cons,useful,unuseful,post_date,purchase_date
68,6236023,Użytkownik Ceneo,Polecam,5.0,Wspaniały talefon z wspaniałym aparatem plus bardzo dobre słuchawki dokanałowe,"['bateria lądująca w godzine 100%', 'czas pracy na baterii', 'łatwość obsługi', 'wododporność', 'wygląd', 'wyświetlacza:  design:  żywotność']","['brak mhl', 'możliwości podłączenia do tv', 'potrafi zamulac', 'przycisk home - trzeba mocno naciskać']",0,0,2017-11-21 18:02:15,
69,4310372,Użytkownik Ceneo,Nie polecam,0.5,To jest mój  4 samsung coraz gorsze robi smartfonay. Tym razem odpadl mi lakier z ramki oczywiście nie upadł. Dzwoniłem do serwisu samsunga olał sprawę twierdząc że to moja wina. Uważajcie na ramki z których odpada lakier samoistnie.,[],[],0,0,2016-12-27 00:02:01,
70,4038454,Wojcio,Polecam,4.0,Telefon spełnia oczekiwania.,[],[],0,0,2016-10-12 08:28:23,2016-09-30 14:52:36
71,4871924,M...a,Polecam,5.0,"W swoim życiu już kilka miałam i mogę szczerze powiedzieć, że jest to jeden z najlepszych. Mogę go z czystym sercem polecić.",[],[],0,0,2017-07-21 11:14:45,
72,3419095,Użytkownik Ceneo,Polecam,5.0,"Wydajność, aparat, dźwięk idealne",['funkcjonalność'],[],3,2,2015-11-15 20:04:27,
73,3793362,Użytkownik Ceneo,Polecam,5.0,"Procesor bardzo szybki, używam go od pół roku i ani razu się nie zaciął. Obsługuje wszystko i kilka apek na raz",[],[],0,0,2016-06-21 13:49:15,
74,12167808,Użytkownik Ceneo,Polecam,5.0,Ok,[],[],0,0,2020-04-16 18:18:16,2020-04-05 10:39:49
75,3690615,Aneta,Polecam,5.0,Super telefon. Pełna satysfakcja. Polecam ten model,[],[],2,7,2016-04-12 19:10:45,2016-04-06 23:00:10
76,3520485,Użytkownik Ceneo,Polecam,5.0,"Dobry, funkcjonalny telefon.",['wododporność'],[],2,0,2016-01-07 23:14:35,
77,4666354,Łukasz,Polecam,4.5,Rewelacyjny ekran piękne kolory nowoczesny wygląd i świetne parametry w rozsądnej cenie polecam,[],[],0,0,2017-05-15 17:51:47,
78,4485407,Użytkownik Ceneo,Polecam,4.5,"Witam Produkt B. dobry ale nie wart usługi Orange, traci na wartości nie spełnia się w tej sieci",[],[],0,0,2017-03-10 14:39:44,
